iter	RMSE
168	41.0017047
169	40.95044735
170	40.85063073
171	40.80567725
172	40.67808098
173	40.60374446
174	40.56536499
175	40.52327338
176	40.49336534
177	40.45927603
178	40.41804598
179	40.36503422
180	40.2270878
181	40.10070634
182	40.07065122
183	39.99891172
184	39.95561874
185	39.9211562
186	39.88637503
187	39.83845987
188	39.75877266
189	39.62407432
190	39.58835381
191	39.46751116
192	39.4072097
193	39.347025
194	39.23526893
195	39.17542686
196	39.10289717
197	39.06933404
198	39.01525755
199	38.96389304
200	38.87815676
201	38.82716375
202	38.77963465
203	38.72324389
204	38.6883044
205	38.55291263
206	38.48273961
207	38.41423866
208	38.36721488
209	38.21870642
210	38.08755926
211	38.05110826
212	37.98576046
213	37.95433868
214	37.9244656
215	37.8884707
216	37.84343754
217	37.80730188
218	37.68294491
219	37.67063599
220	37.64174242
221	37.53294894
222	37.48629964
223	37.41936047
224	37.33214105
225	37.25303613
226	37.1870072
227	37.11304509
228	37.02317734
229	36.96609345
230	36.9280639
231	36.89616101
232	36.85514617
233	36.754508
234	36.6907309
235	36.61937558
236	36.5868112
237	36.57638868
238	36.52930626
239	36.47273461
240	36.44492403
241	36.43220255
242	36.41720053
243	36.38119395
244	36.35147844
245	36.32376744
246	36.28133876
247	36.21155065
248	36.18672488
249	36.1793079
250	36.06964358
251	36.05219859
252	36.04298922
253	36.00504052
254	35.9018492
255	35.83635727
256	35.79294094
257	35.78116336
258	35.75573878
259	35.70697994
260	35.67074827
261	35.6540281
262	35.56566015
263	35.50171437
264	35.45650832
265	35.43382515
266	35.41093783
267	35.29390165
268	35.26942947
269	35.23862038
270	35.2132629
271	35.19943836
272	35.15248255
273	35.1421929
274	35.13369342
275	35.10726633
276	35.07909045
277	34.99009449
278	34.9527748
279	34.89547071
280	34.8118459
281	34.80061179
282	34.78892927
283	34.74890234
284	34.71561997
285	34.64832123
286	34.60037979
287	34.56935161
288	34.56189539
289	34.54004635
290	34.51771753
291	34.44915998
292	34.32934104
293	34.31714216
294	34.31138556
295	34.30026884
296	34.24653099
297	34.11880732
298	34.10324293
299	34.04999832
300	34.03319214
301	33.99097469
302	33.94046723
303	33.89927904
304	33.89519421
305	33.8851717
306	33.86325341
307	33.82482043
308	33.78478718
309	33.71073774
310	33.6560204
311	33.60089666
312	33.5778684
313	33.53321107
314	33.4958639
315	33.47899197
316	33.44188781
317	33.36047415
318	33.31015577
319	33.30038245
320	33.28215021
321	33.18960646
322	33.18430928
323	33.0696386
324	33.00683771
325	32.97399664
326	32.95567175
327	32.92297806
328	32.86612267
329	32.84620264
330	32.82898432
331	32.82383466
332	32.79039659
333	32.70692408
334	32.68553463
335	32.65254612
336	32.61373961
337	32.59141459
338	32.5066719
339	32.44623711
340	32.44260747
341	32.40167534
342	32.38880471
343	32.33716587
344	32.33328304
345	32.32613401
346	32.29593042
347	32.29147652
348	32.25565517
349	32.18399773
350	32.11468498
351	32.08814292
352	32.07308306
353	32.0045315
354	31.9998058
355	31.96151158
356	31.94735776
357	31.91663887
358	31.87882884
359	31.85433124
360	31.80283829
361	31.71704015
362	31.62042921
363	31.57998386
364	31.53049772
365	31.52481137
366	31.49733976
367	31.41071304
368	31.37424826
369	31.35372713
370	31.34069793
371	31.30447104
372	31.30137445
373	31.28521364
374	31.2715109
375	31.19996254
376	31.1685895
377	31.11939315
378	31.05844914
379	31.05098261
380	31.03753449
381	31.01233964
382	30.9824218
383	30.93572191
384	30.92054621
385	30.88931222
386	30.83910082
387	30.80721306
388	30.74101557
389	30.68111902
390	30.67715829
391	30.66301151
392	30.61077321
393	30.60560426
394	30.60241147
395	30.59476655
396	30.59146408
397	30.58530586
398	30.57828135
399	30.56097361
400	30.55715648
401	30.55420134
402	30.50564023
403	30.48274005
404	30.4792563
405	30.40059226
406	30.3769555
407	30.35458305
408	30.32651722
409	30.26846055
410	30.2533895
411	30.22988643
412	30.22493732
413	30.20936726
414	30.14297365
415	30.1340212
416	30.12921094
417	30.12582198
418	30.06763963
419	30.03139751
420	29.96803525
421	29.95473484
422	29.94927598
423	29.9393506
424	29.86255953
425	29.84616251
426	29.82323542
427	29.79621444
428	29.74888802
429	29.7279362
430	29.66604983
431	29.63329567
432	29.61760358
433	29.56284048
434	29.51406966
435	29.50719897
436	29.47416174
437	29.46406663
438	29.43423244
439	29.37835908
440	29.37389455
441	29.36962156
442	29.3557208
443	29.31489819
444	29.29614914
445	29.27138688
446	29.24747595
447	29.23444414
448	29.21893194
449	29.20824034
450	29.18861723
451	29.1582614
452	29.12644531
453	29.10164534
454	29.09955479
455	29.06641797
456	29.03665267
457	28.97123638
458	28.96691905
459	28.939434
460	28.89301238
461	28.85553459
462	28.83766641
463	28.81387099
464	28.77013393
465	28.75461333
466	28.73476972
467	28.70496725
468	28.65983633
469	28.60634609
470	28.60061238
471	28.59067946
472	28.5711766
473	28.56841051
474	28.55097399
475	28.51119111
476	28.50736506
477	28.48411768
478	28.48166781
479	28.43456305
480	28.41086418
481	28.39642219
482	28.39077026
483	28.36750793
484	28.35920928
485	28.35712771
486	28.33129965
487	28.31047459
488	28.27916427
489	28.27384013
490	28.245919
491	28.22450949
492	28.20543665
493	28.19232224
494	28.18302843
495	28.16898118
496	28.11528643
497	28.10262453
498	28.08498309
499	28.05089189
500	28.02542722
501	28.01679518
502	27.95109089
503	27.94892895
504	27.86724621
505	27.84993546
506	27.82668815
507	27.80649557
508	27.77143288
509	27.73184053
510	27.71265802
511	27.68940607
512	27.67542108
513	27.65496683
514	27.65234667
515	27.62274444
516	27.60292805
517	27.58881033
518	27.55914161
519	27.54549935
520	27.52811858
521	27.48918207
522	27.47496362
523	27.45890198
524	27.43822443
525	27.41993937
526	27.40245379
527	27.35739392
528	27.33491109
529	27.27918316
530	27.25105609
531	27.22547933
532	27.20715782
533	27.19924685
534	27.19361894
535	27.16238555
536	27.14950259
537	27.12750161
538	27.11575015
539	27.09436139
540	27.06837134
541	27.05488655
542	27.04040541
543	27.03101188
544	27.00115656
545	26.99235998
546	26.98519262
547	26.9823062
548	26.9430255
549	26.90612555
550	26.8986658
551	26.89353176
552	26.87256048
553	26.86127999
554	26.84619066
555	26.82431175
556	26.81076068
557	26.79357556
558	26.77797136
559	26.76910581
560	26.75969274
561	26.72864457
562	26.71992356
563	26.71072572
564	26.68448575
565	26.68213336
566	26.66925453
567	26.64914361
568	26.63714596
569	26.62132661
570	26.60374365
571	26.59383512
572	26.58059029
573	26.56312081
574	26.54208731
575	26.52994649
576	26.50238588
577	26.49745465
578	26.47900065
579	26.47462301
580	26.4622356
581	26.44854154
582	26.42986329
583	26.37154767
584	26.35369354
585	26.34841531
586	26.34388658
587	26.32800354
588	26.32181295
589	26.30142948
590	26.28932829
591	26.27314564
592	26.2606974
593	26.2498566
594	26.21926198
595	26.20981107
596	26.19417109
597	26.1878253
598	26.15386961
599	26.14204217
600	26.13211095
601	26.11484382
602	26.10382821
603	26.08390553
604	26.06927836
605	26.06500851
606	26.0599977
607	26.04756651
608	26.04381605
609	26.04116976
610	26.03914454
611	26.03572977
612	26.01869144
613	25.99727943
614	25.99450496
615	25.98383769
616	25.9652841
617	25.95583269
618	25.94342541
619	25.94015163
620	25.92849861
621	25.91150851
622	25.8954353
623	25.87839879
624	25.81907031
625	25.80480722
626	25.78531035
627	25.7604543
628	25.73998124
629	25.72682551
630	25.72260342
631	25.6811195
632	25.67902722
633	25.64655753
634	25.60665903
635	25.57430176
636	25.55772303
637	25.53930994
638	25.53352467
639	25.51414087
640	25.50343494
641	25.49572716
642	25.49416911
643	25.48575333
644	25.48331139
645	25.45075002
646	25.43928558
647	25.42066088
648	25.40364281
649	25.39720521
650	25.37470565
651	25.37123547
652	25.35738766
653	25.34830877
654	25.33544324
655	25.31179185
656	25.26620782
657	25.26174476
658	25.24862788
659	25.20095582
660	25.17367666
661	25.16343945
662	25.16184274
663	25.13465483
664	25.11975484
665	25.11118473
666	25.10993386
667	25.08077277
668	25.05199857
669	25.03602175
670	25.0253635
671	25.01422567
672	24.99402075
673	24.97228026
674	24.93943022
675	24.92688328
676	24.89631373
677	24.87625875
678	24.86097645
679	24.85246333
680	24.85027441
681	24.82679399
682	24.81513918
683	24.79848547
684	24.78508156
685	24.77682287
686	24.77398166
687	24.72967975
688	24.71660254
689	24.71088965
690	24.69365473
691	24.6826559
692	24.6689889
693	24.65611649
694	24.64915386
695	24.64076499
696	24.62878507
697	24.62634962
698	24.6091761
699	24.60673844
700	24.59924942
701	24.58918025
702	24.57450225
703	24.55699643
704	24.54670585
705	24.5362817
706	24.52483904
707	24.5100129
708	24.50549265
709	24.4965434
710	24.47584079
711	24.40903935
712	24.39467478
713	24.37660903
714	24.3754118
715	24.33464729
716	24.32182523
717	24.27250395
718	24.25637239
719	24.24493233
720	24.23016316
721	24.22047319
722	24.21552522
723	24.21005433
724	24.20177336
725	24.16318671
726	24.14492021
727	24.13728253
728	24.12213429
729	24.10820565
730	24.10047863
731	24.06021769
732	24.02253087
733	23.99166253
734	23.98073115
735	23.97152135
736	23.96854815
737	23.95556104
738	23.92664951
739	23.91934867
740	23.91626507
741	23.9083126
742	23.89206393
743	23.87390448
744	23.85356035
745	23.83234156
746	23.81490105
747	23.80036514
748	23.7807758
749	23.74780494
750	23.74124079
751	23.72140695
752	23.71363029
753	23.70925244
754	23.68943621
755	23.68018626
756	23.66769441
757	23.64933786
758	23.64733524
759	23.63381597
760	23.609525
761	23.5865715
762	23.57964344
763	23.56419088
764	23.55326915
765	23.53160062
766	23.52378943
767	23.51366743
768	23.49809709
769	23.49321564
770	23.48068445
771	23.45092348
772	23.4377794
773	23.42427809
774	23.40571657
775	23.39796728
776	23.38887821
777	23.37422402
778	23.36189902
779	23.34163938
780	23.32959574
781	23.31736433
782	23.30141969
783	23.29369687
784	23.28862203
785	23.27635914
786	23.27015367
787	23.26121795
788	23.25105713
789	23.24359181
790	23.23411892
791	23.2240324
792	23.21427443
793	23.20907019
794	23.20615583
795	23.18619384
796	23.17257616
797	23.15083874
798	23.14094429
799	23.12589779
800	23.1112395
801	23.09963478
802	23.07555379
803	23.06728759
804	23.03979811
805	23.03728991
806	23.02480059
807	23.00860436
808	22.99873493
809	22.99468998
810	22.9909882
811	22.97306946
812	22.95880851
813	22.91844155
814	22.87321213
815	22.86309836
816	22.84612347
817	22.83516742
818	22.8229484
819	22.81326769
820	22.80669517
821	22.79228995
822	22.78437264
823	22.75311606
824	22.74446549
825	22.7371379
826	22.72703022
827	22.71001645
828	22.69811537
829	22.69204462
830	22.67999292
831	22.67295643
832	22.62588239
833	22.60833648
834	22.59293833
835	22.5765442
836	22.57248469
837	22.56724999
838	22.564176
839	22.5547518
840	22.55022503
841	22.53334744
842	22.52271447
843	22.49310575
844	22.47075554
845	22.46260309
846	22.45368747
847	22.44100301
848	22.4265512
849	22.41822528
850	22.40872155
851	22.39306921
852	22.3840972
853	22.37435641
854	22.3645066
855	22.3564751
856	22.35338808
857	22.34606582
858	22.33230383
859	22.32774602
860	22.312375
861	22.30202043
862	22.29563726
863	22.2920733
864	22.28077322
865	22.26016225
866	22.25036441
867	22.2432609
868	22.23418146
869	22.23082073
870	22.21565083
871	22.20740691
872	22.19996143
873	22.18323574
874	22.17559562
875	22.16791827
876	22.16034926
877	22.15449903
878	22.11219634
879	22.10158196
880	22.09067976
881	22.08255904
882	22.06930481
883	22.0565246
884	22.04870664
885	22.04688841
886	22.03511419
887	22.03064926
888	22.02386848
889	22.00446515
890	21.99833974
891	21.99382128
892	21.98635572
893	21.97749293
894	21.96846487
895	21.95407412
896	21.94248196
897	21.93798532
898	21.93576378
899	21.89370243
900	21.88451764
901	21.87608629
902	21.87228252
903	21.85289419
904	21.8456711
905	21.83843127
906	21.81546571
907	21.80262349
908	21.7995081
909	21.78895553
910	21.77779391
911	21.77128494
912	21.75838367
913	21.72756339
914	21.71324818
915	21.69914116
916	21.68676893
917	21.67852682
918	21.67205364
919	21.66613016
920	21.65329709
921	21.63262847
922	21.6183206
923	21.61430293
924	21.60881116
925	21.59823533
926	21.5807789
927	21.57537805
928	21.57072695
929	21.5657006
930	21.5596863
931	21.55548557
932	21.54509795
933	21.52319302
934	21.51407092
935	21.50589639
936	21.50104928
937	21.48718566
938	21.48094804
939	21.47493067
940	21.45459586
941	21.45143461
942	21.43265451
943	21.42920015
944	21.42182277
945	21.41663141
946	21.40927882
947	21.40639652
948	21.40131651
949	21.39549267
950	21.38802112
951	21.38217691
952	21.37135975
953	21.36498874
954	21.36081612
955	21.35298222
956	21.34775954
957	21.33362698
958	21.32796147
959	21.30960909
960	21.30103362
961	21.29814087
962	21.29329241
963	21.28700619
964	21.28394912
965	21.26313446
966	21.23906367
967	21.23086125
968	21.2265186
969	21.21158948
970	21.20268484
971	21.19818598
972	21.195625
973	21.1897521
974	21.181104
975	21.16270477
976	21.16195835
977	21.15478967
978	21.14919109
979	21.12282667
980	21.11707621
981	21.11257135
982	21.1073957
983	21.09976113
984	21.09552815
985	21.09218313
986	21.08852704
987	21.08479789
988	21.07912786
989	21.07567
990	21.07054386
991	21.05802227
992	21.03320394
993	21.02400306
994	21.01421978
995	21.01264159
996	20.98976938
997	20.98531404
998	20.97871594
999	20.97501679
