Date,Open,High,Low,Close,Adj Close,Volume
2007-04-30,250.625000,257.500000,250.625000,256.356262,183.044235,7900544
2007-05-03,257.125000,261.656250,257.125000,260.206238,185.793243,8526624
2007-05-04,260.037506,261.250000,256.518738,258.987488,184.923004,7354320
2007-05-07,259.000000,259.375000,254.437500,255.231247,182.240967,7725136
2007-05-08,253.750000,254.375000,249.393753,250.281250,178.706543,11778832
2007-05-09,250.250000,250.812500,246.875000,247.574997,176.774261,11830928
2007-05-10,251.125000,251.837494,246.250000,246.774994,176.203003,12493392
2007-05-11,246.250000,252.500000,243.875000,250.074997,178.559296,12702344
2007-05-14,252.250000,252.962494,247.831253,250.237503,178.675339,7335704
2007-05-15,249.875000,250.000000,246.000000,246.681244,176.136032,8705704
2007-05-16,246.625000,247.750000,242.000000,243.962494,174.194839,15668240
2007-05-17,245.000000,248.625000,245.000000,247.937500,177.033081,17139072
2007-05-18,247.375000,250.737503,246.000000,247.737503,176.890244,9588872
2007-05-21,248.256256,249.000000,243.781250,245.050003,174.971313,13263216
2007-05-22,243.762497,245.112503,241.375000,243.343750,173.753021,19028016
2007-05-23,243.750000,244.250000,240.012497,240.718750,171.878708,10531456
2007-05-24,240.625000,243.737503,239.750000,242.125000,172.882767,19166928
2007-05-25,243.750000,249.000000,238.125000,248.187500,177.211563,17904664
2007-05-28,244.456253,251.712494,244.456253,246.443756,175.966461,13356216
2007-05-29,246.875000,246.875000,243.162506,244.212494,174.373352,6663480
2007-05-30,243.125000,244.968750,237.625000,238.268753,170.129379,20476856
2007-05-31,240.000000,242.387497,238.750000,240.437500,171.677887,13968520
2007-06-01,241.625000,243.737503,241.500000,242.318756,173.021179,7742200
2007-06-04,243.750000,246.087494,238.600006,239.537506,171.035278,9405184
2007-06-05,240.000000,243.750000,238.500000,242.899994,173.436142,14302728
2007-06-06,246.750000,246.750000,241.250000,242.293747,173.583939,16488016
2007-06-07,230.856247,246.500000,230.856247,244.643753,175.267517,13315048
2007-06-08,243.737503,246.875000,238.937500,243.856247,174.703384,20947712
2007-06-11,246.750000,249.500000,246.250000,247.475006,177.295883,18446208
2007-06-12,245.250000,249.862503,245.250000,248.687500,178.164536,9489648
2007-06-13,214.375000,249.875000,214.375000,248.593750,178.097412,6143208
2007-06-14,249.375000,253.875000,249.375000,252.399994,180.824295,15894848
2007-06-15,253.750000,254.750000,250.000000,251.175003,179.946655,8519312
2007-06-18,253.125000,253.625000,248.193756,248.681244,178.160065,9880776
2007-06-19,248.750000,248.856247,242.750000,244.574997,175.218307,14005784
2007-06-20,245.750000,246.750000,243.768753,244.274994,175.003342,6835384
2007-06-21,244.250000,245.750000,241.899994,244.806244,175.383942,6758680
2007-06-22,245.587494,245.587494,241.875000,243.850006,174.698853,6673960
2007-06-25,243.850006,245.362503,239.875000,242.081253,173.431763,5557352
2007-06-26,241.250000,243.500000,240.000000,240.268753,172.133163,6085936
2007-06-27,241.375000,243.281250,241.000000,241.918747,173.315277,5488248
2007-06-28,242.500000,243.449997,239.137497,240.631256,172.392929,8399232
2007-06-29,243.750000,246.250000,240.000000,241.131256,172.751144,13776528
2007-07-02,243.000000,244.362503,241.125000,242.981247,174.076447,9189768
2007-07-03,243.750000,244.131256,241.912506,243.425003,174.394379,5633960
2007-07-04,245.125000,245.125000,240.250000,241.381256,172.930161,5838480
2007-07-05,241.393753,242.500000,238.750000,239.600006,171.654129,7673904
2007-07-06,230.837494,247.087494,230.837494,246.475006,176.579468,17535640
2007-07-09,248.625000,251.175003,248.293747,249.218750,178.545151,14444344
2007-07-10,249.375000,255.243744,249.375000,252.562500,180.940674,17479504
2007-07-11,250.000000,250.000000,240.625000,241.206253,172.804855,37621888
2007-07-12,243.750000,244.962494,239.375000,240.274994,172.137680,31228624
2007-07-13,241.518753,244.800003,240.256256,242.475006,173.713791,26942344
2007-07-16,243.125000,244.375000,241.000000,241.981247,173.360046,13679896
2007-07-17,242.500000,244.837494,241.750000,242.318756,173.601852,8854256
2007-07-18,242.637497,244.312500,241.899994,243.068756,174.139145,6772224
2007-07-19,243.500000,250.000000,243.250000,249.562500,178.791428,16677152
2007-07-20,250.000000,252.375000,246.318756,248.281250,177.873489,13050288
2007-07-23,246.762497,247.987503,241.399994,243.475006,174.430206,15034016
2007-07-24,243.475006,247.487503,242.568756,246.887497,176.874954,8892384
2007-07-25,247.000000,251.250000,243.125000,248.606247,178.106323,11647192
2007-07-26,249.750000,256.250000,249.375000,254.293747,182.180969,22691384
2007-07-27,250.125000,251.875000,245.206253,250.981247,179.807861,13866488
2007-07-30,250.981247,251.250000,245.793747,248.300003,177.886902,5598216
2007-07-31,248.750000,254.375000,244.406250,246.975006,176.937714,7234104
2007-08-01,248.500000,248.500000,240.375000,241.187500,172.791397,11838920
2007-08-02,243.750000,243.750000,236.562500,237.399994,170.077972,11826664
2007-08-03,237.625000,240.425003,237.250000,239.581253,171.640656,6699184
2007-08-06,242.475006,242.475006,232.543747,233.162506,167.042160,9018400
2007-08-07,234.375000,237.500000,232.887497,234.806244,168.219742,11022904
2007-08-08,236.250000,249.750000,236.250000,245.906250,176.171982,24515808
2007-08-09,248.750000,250.625000,240.625000,241.781250,173.216721,10244784
2007-08-10,231.887497,245.875000,231.887497,244.987503,175.513763,14852240
2007-08-13,246.250000,246.250000,240.149994,243.737503,174.618286,6277472
2007-08-14,243.750000,245.125000,241.831253,244.425003,175.110794,4490672
2007-08-16,233.750000,240.875000,232.774994,239.137497,171.322784,14135888
2007-08-17,239.868744,239.868744,217.893753,231.818756,166.079483,27524232
2007-08-20,239.375000,239.375000,227.562500,228.649994,163.809311,13752864
2007-08-21,228.875000,231.262497,219.031250,220.168747,157.733124,20084032
2007-08-22,220.625000,226.050003,218.750000,223.587494,160.182419,9464336
2007-08-23,231.125000,231.243744,224.024994,226.443756,162.228729,13791248
2007-08-24,222.643753,229.187500,222.643753,228.199997,163.486862,7405424
2007-08-27,229.875000,231.375000,227.037506,230.962494,165.466003,5364912
2007-08-28,228.750000,236.750000,228.250000,235.031250,168.380936,10137472
2007-08-29,230.125000,233.750000,227.562500,229.656250,164.530182,11615696
2007-08-30,231.250000,233.800003,230.125000,233.149994,167.033173,8973008
2007-08-31,235.625000,235.625000,231.000000,231.818756,166.079483,7885336
2007-09-03,233.125000,233.750000,231.875000,232.581253,166.625687,4769872
2007-09-04,240.337494,240.337494,221.875000,236.212494,169.227219,5593768
2007-09-05,235.500000,240.618744,235.406250,236.881256,169.706329,8701272
2007-09-06,234.500000,238.625000,234.500000,237.975006,170.489944,3881216
2007-09-07,238.875000,240.625000,237.625000,238.562500,170.910797,5357776
2007-09-10,236.562500,238.087494,233.206253,233.937500,167.597382,5928440
2007-09-11,235.750000,235.750000,226.875000,227.850006,163.236145,7806928
2007-09-12,228.125000,233.250000,226.643753,227.731247,163.151093,7977880
2007-09-13,228.125000,232.750000,227.937500,229.281250,164.261505,9630800
2007-09-14,230.000000,232.250000,228.787506,229.637497,164.516724,9550288
2007-09-17,231.750000,231.862503,224.062500,225.600006,161.624207,11030912
2007-09-18,225.000000,226.843750,223.312500,225.568756,161.601837,13408016
2007-09-19,230.000000,233.500000,230.000000,231.449997,165.815247,17208904
2007-09-20,230.000000,230.625000,224.393753,225.050003,161.230164,10340064
2007-09-21,223.750000,231.250000,219.125000,228.237503,163.513733,15328600
2007-09-24,228.500000,228.743744,220.000000,220.381256,157.885406,17386784
2007-09-25,223.125000,224.375000,218.562500,221.418747,158.628677,17385008
2007-09-26,222.500000,229.337494,221.250000,228.143753,163.446579,13126264
2007-09-27,234.012497,241.587494,229.375000,239.481247,171.569000,30952096
2007-09-28,240.625000,243.750000,233.375000,236.593750,169.500351,16135888
2007-10-01,236.875000,239.375000,231.587494,238.168747,170.628723,12118896
2007-10-03,240.000000,251.862503,238.750000,250.193756,179.243607,26572224
2007-10-04,251.250000,251.250000,245.250000,249.862503,179.006332,14354928
2007-10-05,250.000000,250.000000,246.949997,247.862503,177.573502,8433464
2007-10-08,250.000000,253.125000,248.000000,250.456253,179.431702,8695752
2007-10-09,248.125000,256.500000,248.125000,255.925003,183.349625,13053992
2007-10-10,261.831238,267.743744,257.500000,265.631256,190.303406,22305808
2007-10-11,262.500000,262.500000,245.375000,247.106247,177.031723,35483448
2007-10-12,245.625000,246.862503,237.975006,241.212494,172.809326,20546200
2007-10-15,245.975006,245.975006,239.250000,240.975006,172.639160,14805752
2007-10-16,232.662506,241.250000,230.012497,233.293747,167.136139,20676272
2007-10-17,225.000000,238.500000,223.125000,236.287506,169.280945,16105088
2007-10-18,237.500000,243.750000,232.100006,236.250000,169.792999,18871056
2007-10-19,237.500000,241.250000,234.518753,238.706253,171.558319,11118784
2007-10-22,232.250000,238.774994,232.250000,235.843750,169.501053,10683432
2007-10-23,237.500000,239.699997,233.750000,235.431244,169.204636,12346344
2007-10-24,237.625000,239.750000,229.137497,230.562500,165.705383,11446248
2007-10-25,231.375000,234.475006,228.125000,229.631256,165.036133,12955840
2007-10-26,229.375000,231.875000,228.000000,231.031250,166.042343,8279104
2007-10-29,237.500000,237.500000,231.899994,232.574997,167.151825,5328480
2007-10-30,233.750000,235.500000,229.949997,231.774994,166.576797,5996440
2007-10-31,233.687500,235.643753,227.262497,229.681244,165.072067,10025528
2007-11-01,233.956253,235.000000,229.500000,234.243744,168.351120,9522528
2007-11-02,231.250000,241.250000,227.625000,239.643753,172.232147,10208808
2007-11-05,237.500000,241.087494,230.043747,231.750000,166.558853,6211480
2007-11-06,231.250000,234.375000,231.250000,231.468750,166.356766,4517832
2007-11-07,231.418747,231.418747,216.875000,218.237503,156.847412,23151400
2007-11-08,214.837494,218.125000,212.875000,214.543747,154.192734,15705240
2007-11-12,209.375000,209.375000,201.268753,205.231247,147.499802,25324832
2007-11-13,203.125000,211.637497,200.875000,203.393753,146.179214,23517112
2007-11-14,210.000000,216.250000,207.000000,213.493744,153.438080,16262008
